customer_id,store_id
4b84ffac-b5ba-41d1-85b6-0619d63c80b9,9cfdfcde-b865-4d48-865e-78edca0d1313
4c85c6cb-24d6-4def-b119-004f2525c261,9cfdfcde-b865-4d48-865e-78edca0d1313
4e035157-e258-48a1-a272-a220185fc5aa,9cfdfcde-b865-4d48-865e-78edca0d1313
4e3a5858-8a52-4272-966c-0c7cfaef9e62,6f832b3e-eb01-4659-a46a-1147be39571c
517d6ef1-8788-4474-9068-c08168992aa6,6f832b3e-eb01-4659-a46a-1147be39571c
51b66f35-e3b7-469e-b604-d57315d08514,6f832b3e-eb01-4659-a46a-1147be39571c
531fb7a9-9a8c-4266-bb67-9873e00f2db8,9cfdfcde-b865-4d48-865e-78edca0d1313
5403f83d-901b-459a-8df7-a9d8ff7a5e06,6f832b3e-eb01-4659-a46a-1147be39571c
54db2a15-da45-4fdf-a5e2-e3753bcb83ff,9cfdfcde-b865-4d48-865e-78edca0d1313
5618e305-349b-4bc9-9fb1-ef877e789cc1,6f832b3e-eb01-4659-a46a-1147be39571c
5775ab87-316c-4701-aa7e-c393aa718bd3,9cfdfcde-b865-4d48-865e-78edca0d1313
5a17b57c-77df-4428-9147-65e661d0f232,9cfdfcde-b865-4d48-865e-78edca0d1313
5c5f2999-928c-44a8-aa44-fb007cae4034,6f832b3e-eb01-4659-a46a-1147be39571c
5fa2755f-b018-40ab-b0cd-8f668ea37fc9,6f832b3e-eb01-4659-a46a-1147be39571c
601d3920-6d6d-4043-a4b6-8285b92a22d9,9cfdfcde-b865-4d48-865e-78edca0d1313
64037054-b4fd-4671-b2e4-26e45cfe094f,6f832b3e-eb01-4659-a46a-1147be39571c
64a2322d-6b79-49ef-9a35-29a64fcb1656,9cfdfcde-b865-4d48-865e-78edca0d1313
66b8ee8e-35d2-4c8e-a205-fdf3a80f9d44,6f832b3e-eb01-4659-a46a-1147be39571c
66c0b8c9-7aea-4b5f-b735-29624ed3e0c8,9cfdfcde-b865-4d48-865e-78edca0d1313
69874cb0-1938-42fa-b287-7e6c78fd9b23,6f832b3e-eb01-4659-a46a-1147be39571c
69cd8b65-8a74-4451-90e5-a0496791bce1,6f832b3e-eb01-4659-a46a-1147be39571c
6a12235b-557f-43ba-8651-8bc40e8e262b,9cfdfcde-b865-4d48-865e-78edca0d1313
6b612188-409e-4816-a420-4da07aefc17f,6f832b3e-eb01-4659-a46a-1147be39571c
6c39569c-02cb-4545-a090-2ac51c51f90a,fb972f74-0b45-417c-ab5e-e1ba39a53955
6e991724-218d-43f6-89f5-14b7df19ba8c,9cfdfcde-b865-4d48-865e-78edca0d1313
6ef4e370-f8fc-40f1-bda3-d054286681eb,9cfdfcde-b865-4d48-865e-78edca0d1313
6efe6e0f-369a-448a-aaa3-9fe6b7aa5b60,6f832b3e-eb01-4659-a46a-1147be39571c
71930f77-53b2-45e6-9b82-c10ef0b39f73,9cfdfcde-b865-4d48-865e-78edca0d1313
71c4f62c-a11f-4824-a4d9-e2dd0af2ed85,6f832b3e-eb01-4659-a46a-1147be39571c
7916b857-482d-4bc8-97a1-ba0d60fa5267,6f832b3e-eb01-4659-a46a-1147be39571c
7e7cae4c-961a-4744-ac13-aa75b8b0050c,6f832b3e-eb01-4659-a46a-1147be39571c
81ec94f3-eed9-4485-83bf-c2428984a71e,9cfdfcde-b865-4d48-865e-78edca0d1313
82907610-681d-447f-8ef0-cdff158e0050,9cfdfcde-b865-4d48-865e-78edca0d1313
837fe356-99e4-48e3-87b8-a433225c642a,9cfdfcde-b865-4d48-865e-78edca0d1313
86a9a155-7784-4402-8d60-c85ff2a752c9,9cfdfcde-b865-4d48-865e-78edca0d1313
89230991-d4ed-49ec-a0a0-7c7ae61774a0,9cfdfcde-b865-4d48-865e-78edca0d1313
8969eab9-b9f6-4258-a033-6ea585b3e09c,51da23d7-691e-4119-a13b-6670c18bba93
8a607fbe-3bd0-4e9c-a152-384fe0e27070,9cfdfcde-b865-4d48-865e-78edca0d1313
8bef3ea2-56f3-4c4a-9084-3180a66e9163,9cfdfcde-b865-4d48-865e-78edca0d1313
8cf95347-59bf-4623-8876-d69d1128cfac,6f832b3e-eb01-4659-a46a-1147be39571c
8d035ede-7604-452e-a3d8-5c2dfcb5b5ed,6f832b3e-eb01-4659-a46a-1147be39571c
8e6ccd20-f17f-455f-8499-673c2289bbaf,51da23d7-691e-4119-a13b-6670c18bba93
8f01543a-6468-4a34-92f6-dde617cf6788,6f832b3e-eb01-4659-a46a-1147be39571c
8f152b9c-8896-4231-9b82-33d05108f83f,6f832b3e-eb01-4659-a46a-1147be39571c
915a2ef7-594e-4411-9f16-4d8223d41d2a,9cfdfcde-b865-4d48-865e-78edca0d1313
91b78620-6607-48d7-a437-40dfe5026d0b,6f832b3e-eb01-4659-a46a-1147be39571c
94f58250-6947-4d46-af00-8a3b82eee548,6f832b3e-eb01-4659-a46a-1147be39571c
9751fe7c-421f-433c-bb50-a0b2d0615e8e,6f832b3e-eb01-4659-a46a-1147be39571c
9c24f106-53f4-485a-b662-77847d19f196,9cfdfcde-b865-4d48-865e-78edca0d1313
9c9df448-b3aa-4393-9e6b-1afa880edf0d,6f832b3e-eb01-4659-a46a-1147be39571c
9e274b89-26a1-4957-91d0-f6c6d5cf6135,9cfdfcde-b865-4d48-865e-78edca0d1313
a2e7bc83-4747-4e4f-92d7-4ebd7ea42a90,6f832b3e-eb01-4659-a46a-1147be39571c
a99e8883-961b-42a1-8084-1311d3c8de50,6f832b3e-eb01-4659-a46a-1147be39571c
a9e906c3-8ce6-4f45-97c5-8f52be1a210c,9cfdfcde-b865-4d48-865e-78edca0d1313
acf2405d-1599-4441-94c9-d7d5ab38d1f6,6f832b3e-eb01-4659-a46a-1147be39571c
b35be3f7-4c7c-4585-ab85-36658fd76488,6f832b3e-eb01-4659-a46a-1147be39571c
b3e31464-fffb-4a0e-9c27-5b69d87067e0,6f832b3e-eb01-4659-a46a-1147be39571c
b89b731e-697f-46ca-a007-b14bb31b5701,6f832b3e-eb01-4659-a46a-1147be39571c
bbb35f79-bea2-4511-9a28-ddae8e5cdf56,6f832b3e-eb01-4659-a46a-1147be39571c
c12fac1b-3c1a-466c-a826-a82c2efe0ac3,9cfdfcde-b865-4d48-865e-78edca0d1313
c184415c-33da-453b-8e0d-7dbd0536dc8e,6f832b3e-eb01-4659-a46a-1147be39571c
c220e283-e122-474d-9c81-3fe170bda78d,6f832b3e-eb01-4659-a46a-1147be39571c
c34b4380-f3cb-4e6d-b26b-2f4322ba1cf1,9cfdfcde-b865-4d48-865e-78edca0d1313
c6101a33-26b7-47d1-9018-e30b6d6ab13d,6f832b3e-eb01-4659-a46a-1147be39571c
ca8a7a00-bc56-4f4d-bac3-c887ece0e5fa,9cfdfcde-b865-4d48-865e-78edca0d1313
ce7e09dc-9a34-4fc3-81a1-4da56e5f97b6,6f832b3e-eb01-4659-a46a-1147be39571c
d090cf4d-1150-4b50-acc1-323bd298a426,6f832b3e-eb01-4659-a46a-1147be39571c
d185abc1-50ff-4f7b-bc35-3e56555e4d6d,6f832b3e-eb01-4659-a46a-1147be39571c
d2817019-f1d1-40d6-9284-dc20b4ac2a27,6f832b3e-eb01-4659-a46a-1147be39571c
d36f5e61-9330-4f21-a238-9b62e42d9ccd,6f832b3e-eb01-4659-a46a-1147be39571c
d47c1e26-68ad-48bc-b261-a08531ef4ea7,6f832b3e-eb01-4659-a46a-1147be39571c
d7145113-0ca0-4716-ba70-8f8525a84fce,9cfdfcde-b865-4d48-865e-78edca0d1313
dac069b5-2ea4-4528-a683-1e88bb6d11a3,6f832b3e-eb01-4659-a46a-1147be39571c
dea40dfd-e15a-4dc7-af83-90ce2485491f,9cfdfcde-b865-4d48-865e-78edca0d1313
dfee1005-81d2-488c-8700-beb230dce3cf,9cfdfcde-b865-4d48-865e-78edca0d1313
e0a70038-e4ad-47b5-aaf2-14e8d4533585,9cfdfcde-b865-4d48-865e-78edca0d1313
e1520032-e42b-424c-b07c-db690e0493ca,6f832b3e-eb01-4659-a46a-1147be39571c
e36d1725-3bcf-42e3-b74c-ebb13c3bc9b8,6f832b3e-eb01-4659-a46a-1147be39571c
e6df9a6f-731c-430c-bb17-46371fdf09a3,9cfdfcde-b865-4d48-865e-78edca0d1313
e9664237-5c22-4592-8c17-64ad0e741865,9cfdfcde-b865-4d48-865e-78edca0d1313
ea727769-ef90-4e34-8b48-f434adb08d8e,51da23d7-691e-4119-a13b-6670c18bba93
eb37c265-9672-4dc9-b31a-a8359e8d1834,6f832b3e-eb01-4659-a46a-1147be39571c
ebc67b84-1eed-44d8-94b6-1de57da46060,6f832b3e-eb01-4659-a46a-1147be39571c
ef3cdbf9-5ab0-4fea-95c4-ccabb6ad55b6,9cfdfcde-b865-4d48-865e-78edca0d1313
f13f7a32-fc40-440c-9907-781d9eefd0de,6f832b3e-eb01-4659-a46a-1147be39571c
f287934d-6a74-45b0-af55-057393e405e1,6f832b3e-eb01-4659-a46a-1147be39571c
f4a7f9e2-9e05-4f17-9edb-1b0d84a15388,9cfdfcde-b865-4d48-865e-78edca0d1313
f59a83e3-3b3d-41cd-ba2c-b8e5c9bd0b9d,9cfdfcde-b865-4d48-865e-78edca0d1313
f6389767-44be-419b-bfed-8e13426253e4,9cfdfcde-b865-4d48-865e-78edca0d1313
f7844618-ad33-471d-bb02-34a9a54acb99,9cfdfcde-b865-4d48-865e-78edca0d1313
f8bccdaf-b59c-48bc-83f7-3d3e8a4f96b2,6f832b3e-eb01-4659-a46a-1147be39571c
f972e379-f169-49d9-acf1-1f2b5f9a5b41,6f832b3e-eb01-4659-a46a-1147be39571c
fe69ae6f-df3c-4b93-b2eb-6bab6345ce7c,9cfdfcde-b865-4d48-865e-78edca0d1313
ff16ca91-b827-48d2-a907-d8cdde49f9fb,9cfdfcde-b865-4d48-865e-78edca0d1313
