price,quantity,id,order_id,product_id,product_color,product_size
1050,1,5c321924-ffd8-43ec-abe5-28d98fbe5da8,45d56ea4-b209-4800-9168-5e4a155f6b6c,256689d1-22e6-4909-9281-f2b98857da2f,,
360,1,61b41b45-721c-4927-a42a-dddddfae2fd5,9886806f-20cf-46e2-a993-dd623dd78732,ce936c7d-3088-4855-b6ef-fae304eee051,,
999,1,6ccfd53e-40de-4476-8c6c-3c57a1547204,2136d306-fd37-46bb-b66f-73c48f634354,578362c8-15e6-4067-8946-430b3ad32ce4,,
250,1,7875211e-3e71-4309-a92f-a2f3f70786a1,4bf50bfd-00fd-4a9b-ad78-b5b9394856ac,ca0c025a-acc2-476b-9de1-261fa0fd8aba,,
250,1,7be7af3a-efca-45c6-88e0-989067ca6762,28811e00-5f83-4fcf-b81b-817bd5d084eb,ca0c025a-acc2-476b-9de1-261fa0fd8aba,,
330,1,846f2bb4-bce5-46bb-a7fe-e6cb10c46fb7,02f8a132-4f1d-4dd5-825a-95580218849f,ce936c7d-3088-4855-b6ef-fae304eee051,,
250,1,8bbd0a55-09bd-4ccc-b3d1-e257f1ce43e1,fce8616c-1f9a-46aa-ba67-02516c1bd68b,ca0c025a-acc2-476b-9de1-261fa0fd8aba,,
350,1,8c4d0e49-aae4-431d-b46e-a22f090055c6,45d56ea4-b209-4800-9168-5e4a155f6b6c,c292dc2c-c43a-467e-a4d7-1c95ffcce525,,
760,1,8cba39d9-32de-4e28-b7f2-06c0aab94b85,9886806f-20cf-46e2-a993-dd623dd78732,7122f162-e1bc-4475-aacf-48c7a9d5ed3a,,
350,1,9e21a467-acdf-43fa-95f2-0ec6024ab65e,694b9dff-af6f-462a-a135-64a17a8f78a7,c292dc2c-c43a-467e-a4d7-1c95ffcce525,,
250,1,a511ea9e-4eae-4c32-a176-7a9a5abc88c1,c98c1c8d-53bf-46f2-8eca-edf5c85b3be2,ca0c025a-acc2-476b-9de1-261fa0fd8aba,,
650,1,aa1d839c-5174-4b19-b718-b7e4fc443c9c,c4dce645-94ec-4e8d-9014-b37fa98c8f82,91503517-37b0-42ff-89fb-d6bfdcf252e5,,
350,1,aa4a435d-2c65-446b-9273-7267186c617c,6f5f1b25-2b00-49d2-95ca-23e4fd803489,c292dc2c-c43a-467e-a4d7-1c95ffcce525,,
330,1,bba69858-4940-4d95-98a5-9d06ba5c438a,eb314f97-4537-4558-869d-6e6a7afd449a,ce936c7d-3088-4855-b6ef-fae304eee051,,
270,1,c08e545c-bdc1-4866-b609-34bde329b2fb,f4c88671-4dd9-42ad-a533-c0b1b79f529f,d0dcca15-1636-4140-8be8-877f7f009e9a,,
350,2,cb5f845d-c507-480f-a319-fcb319a7345e,9e8761f7-1bf2-457b-b89f-cc9aafc557a2,c292dc2c-c43a-467e-a4d7-1c95ffcce525,,
350,1,d247a834-e274-490a-96b3-92daf80a5072,d10e7091-001e-4c06-9178-8c2fcd7aa69f,c292dc2c-c43a-467e-a4d7-1c95ffcce525,,
325,1,d7ecca54-c4e5-47f1-8a97-06acefd37999,02bddfa8-1104-43c8-8021-6bc45cfc52bc,c292dc2c-c43a-467e-a4d7-1c95ffcce525,,
350,1,da294c22-e9dd-43c7-961a-ac7800c89be9,6ad2775d-781d-4e5a-a5f5-69e6eb29e996,c292dc2c-c43a-467e-a4d7-1c95ffcce525,,
342,1,f07e3b7c-bf00-4db3-8621-eeb6ff95b565,af901351-99c9-4a11-a169-0a5bc4a20ac5,c292dc2c-c43a-467e-a4d7-1c95ffcce525,,
250,1,f14f3a0b-b574-4043-80a9-45bbb3267067,a2e71cde-49ef-4f39-ad06-f62fe9ba1a17,ca0c025a-acc2-476b-9de1-261fa0fd8aba,,
